ABa,ABA
samputaka,samputikA
samqxXa,samqxXA
samqxXi,samqxXi
samucCvAsa,samucCvAsA
samuccaya,samuccayA
samujJiwa,samujJiwA
samunna,samunnA
samunnawa,samunnawA
samunnaxXa,samunnaxXA
samupasWa,samupasWA
samupewa,samupewA
samupoDa,samupoDA
samuwWa,samuwWA
samuwpawwi,samuwpawwi
samuwpiFja,samuwpiFjA
samuwpiFjala,samuwpiFjalA
samuwsuka,samuwsukA
samuxXawa,samuxXawA
samuxakwa,samuxakwA
samuxga,samuxgA
samuxiwa,samuxiwA
sanAWa,sanAWA
sanAwana,sanAwanA
sana,sanI
sanXa,sanXA
sanXAniwa,sanXAniwA
sanXeya,sanXeyA
sanXaka,sanXikA
sanXila,sanXilA
sanXina,sanXinI
sanXiwa,sanXiwA
sanXukRiwa,sanXukRiwA
sanXya,sanXyA
sanna,sannA
sannawa,sannawA
sannawara,sannawarA
sannawi,sannawi
sannaxXa,sannaxXA
sanniBa,sanniBA
sannihiwa,sannihiwA
sannika,sannikI
sannikqRta,sannikqRtA
sannivqwwi,sannivqwwi
sannyAsaka,sannyAsikA
sannyaswa,sannyaswA
sanwAnaka,sanwAnikA
sanwApiwa,sanwApiwA
sanwapwa,sanwapwA
sanwawa,sanwawA
sanwawi,sanwawi
sanwi,sanwi
sanwuRti,sanwuRti
sanxAnana,sanxAnanI
sanxAniwa,sanxAniwA
sanxa,sanxI
sanxIpana,sanxIpanA
sanxIpwa,sanxIpwA
sanxiRta,sanxiRtA
sanxigXa,sanxigXA
sanxiwa,sanxiwA
sanxuRta,sanxuRtA
sapAxa,sapAxA
sapAxa,sapAxa
sapIwi,sapIwi
sapakRa,sapakRA
sapawna,sapawnI
sapawnIka,sapawnIkA
sapawrAkqwi,sapawrAkqwi
sapraNaya,sapraNayA
saprawyaya,saprawyayA
sapwaka,sapwakI
sapwala,sapwalA
sapwawi,sapwawi
sapwika,sapwikI
sara,sarA
sarAga,sarAgA
sarAva,sarAvA
sarUpa,sarUpA
sarUpawa,sarUpawA
saraBasa,saraBasA
saraNa,saraNA
saraNa,saraNI
saraNi,saraNi
saraWa,saraWA
saraXa,saraXA
sarajasa,sarajasA
sarajas,sarajas
sarala,saralA
sarama,saramA
sarasa,sarasA
sarasa,sarasI
sarasvawa,sarasvawI
saraxravya,saraxravyA
sarayu,sarayu
sariw,sariw
sarja,sarjI
sarji,sarji
sarjaka,sarjikA
saroRa,saroRA
sarpaya,sarpayA
sarpiNa,sarpiNI
sarpina,sarpinI
sarvANa,sarvANI
sarva,sarvA
sarvara,sarvarI
sasAXvasa,sasAXvasI
sasanXya,sasanXyA
sasanxeha,sasanxehA
sasawwva,sasawwvA
sasvexa,sasvexA
sasyika,sasyikI
sata,satA
satva,satvA
savarNa,savarNA
savayasa,savayasI
saveSa,saveSA
saviBrama,saviBramA
saviSeRa,saviSeRA
saviXa,saviXA
savigraha,savigrahA
savikalpa,savikalpA
savikalpika,savikalpikI
savimarSa,savimarSA
savinaya,savinayA
savismaya,savismayA
saviswara,saviswarA
saviwarka,saviwarkA
saviwra,saviwrI
savqxXaka,savqxXikA
savya,savyA
savyAja,savyAjA
savyApAra,savyApArA
savyapekRa,savyapekRA
sawa,sawI
sawarka,sawarkA
sawawa,sawawA
sawi,sawi
sawrapa,sawrapA
sawvara,sawvarA
sawwa,sawwA
sawwvamejaya,sawwvamejayA
sawya,sawyA
saxas,saxas
saxaya,saxayA
saxeSa,saxeSA
saxqkRa,saxqkRa
saxvanxva,saxvanxvA
saxyaska,saxyaskA
secana,secanI
secika,secikI
sekwra,sekwrI
semanwa,semanwI
sena,senA
seva,sevA
sevana,sevanI
sevika,sevikI
sevina,sevinI
seviwa,seviwA
sevya,sevyA
sewaka,sewikA
sexibasa,sexibasI
siFciwa,siFciwA
siFja,siFjA
siMhAna,siMhAnA
siMha,siMhI
siMhaka,siMhikA
siRAXayiRa,siRAXayiRA
siXmala,siXmalA
sifGiNa,sifGiNI
sihla,sihlI
sihlaka,sihlakI
sikawa,sikawA
sikawila,sikawilA
sikwa,sikwA
sima,simA
simba,simbA
simba,simbI
sina,sinI
sinIvAla,sinIvAlI
sipra,siprA
sira,sirA
siwa,siwA
sixXa,sixXA
sixXawa,sixXawA
sixXi,sixXi
skAnxa,skAnxA
skanXina,skanXinI
skanna,skannA
skotaka,skotikA
smAra,smArA
smArika,smArikI
smArwa,smArwA
smera,smerA
smqwi,smqwi
snAnIya,snAnIyA
snAyu,snAyu
snehana,snehanA
snehina,snehinI
snehiwa,snehiwA
snigXa,snigXA
snigXawa,snigXawA
snuRa,snuRA
soDa,soDA
soRmana,soRmanI
somina,sominI
sonmAxa,sonmAxA
sopaXa,sopaXA
sopahAsa,sopahAsA
sopakaraNa,sopakaraNA
sopaplava,sopaplavA
soparoXa,soparoXA
sopavarga,sopavargA
sopaxrava,sopaxravA
sowka,sowkA
sowkaNTa,sowkaNTA
sowprAsa,sowprAsA
sowsAha,sowsAhA
sowseXa,sowseXA
sowsuka,sowsukA
soxara,soxarA
soxra,soxrI
soxvega,soxvegA
soxyoga,soxyogA
spaRta,spaRtA
spanxiwa,spanxiwA
sparSana,sparSanA
sparXa,sparXA
sparXina,sparXinI
speRTa,speRTA
speyasa,speyasI
spqRta,spqRtA
spqRti,spqRti
spqRtaka,spqRtikA
spqha,spqhA
spqhaNIya,spqhaNIyA
spqhya,spqhyA
spqkka,spqkkA
sqNIka,sqNIkA
sqNi,sqNi
sqNaka,sqNikA
sqRta,sqRtA
sqRti,sqRti
sqfka,sqfkA
sqkkaNa,sqkkaNI
sqkvaNa,sqkvaNI
sqmara,sqmarA
sqpAta,sqpAtI
sqpAtaka,sqpAtikA
sqwi,sqwi
sqwvara,sqwvarA
srAvika,srAvikI
sraMsina,sraMsinI
sragvina,sragvinI
sraj,sraj
srajva,srajvA
sraswa,sraswA
sravanwa,sravanwI
sraxXU,sraxXU
srowasvawa,srowasvawI
srowasvina,srowasvinI
srowasya,srowasyA
sruGna,sruGnI
sruc,sruc
sruva,sruvA
sruwi,sruwi
suKa,suKA
suRIma,suRImA
suRama,suRamA
suRava,suRavI
suRi,suRi
suRima,suRimA
suRira,suRirA
suRupwi,suRupwi
suSrURaNa,suSrURaNA
suXa,suXA
sunxara,sunxarA
supwa,supwA
supwi,supwi
sura,surA
suraBaka,suraBikA
surafga,surafgA
suvarNa,suvarNA
suwa,suwA
suwi,suwi
suwina,suwinI
suwya,suwyA
svABAvaka,svABAvikA
sva,svA
svAha,svAhA
svAlpa,svAlpA
svAmina,svAminI
svAmiwa,svAmiwA
svArasaka,svArasikA
svAxIyasa,svAxIyasI
svAxiRTa,svAxiRTA
svAxva,svAxvI
svAyaMBuva,svAyaMBuvA
svEra,svErA
svErawa,svErawA
svEriNa,svEriNI
svErina,svErinI
svErinXra,svErinXrI
svIkqwi,svIkqwi
svIya,svIyA
svaXa,svaXA
svaXiwi,svaXiwi
svacCa,svacCA
svakIya,svakIyA
svalpIyasa,svalpIyasI
svalpiRta,svalpiRtA
svalpika,svalpikI
svanaka,svanikA
svaniwa,svaniwA
svargIya,svargIyA
svargya,svargyA
svariwa,svariwA
svasq,svasq
svasrIya,svasrIyA
svasreya,svasreyI
svaxiwa,svaxiwA
svika,svikI
swabXa,swabXA
swabXawa,swabXawA
swabXi,swabXi
swamiwa,swamiwA
swananXaya,swananXayA
swaniwa,swaniwA
swara,swarA
swara,swarI
swavika,swavikI
swoka,swokA
swomya,swomyA
swowavya,swowavyA
swowriya,swowriyA
swqkRa,swqkRA
swqwi,swqwi
swrENa,swrENA
swrENawa,swrENawA
swra,swrI
swrIwa,swrIwA
swrIwama,swrIwamA
swrIwara,swrIwarA
swrIwva,swrIwva
swuka,swukA
swuwa,swuwA
swuwi,swuwi
swuwya,swuwyA
swyAna,swyAnA
syUwa,syUwA
syUwi,syUwi
syamaka,syamikA
syanna,syannA
syanxana,syanxanA
syanxanaka,syanxanikA
syanxina,syanxinI
syona,syonA
tIka,tIkA
tafga,tafgA
tafkAriNa,tafkAriNI
tafkaka,tafkikA
tahara,taharI
tippaNa,tippaNI
tippana,tippanI
titiBa,titiBI
tittIBa,tittIBI
tuNtuka,tuNtukA
uBaya,uBayI
uKa,uKA
uKya,uKyA
uRNa,uRNA
uRNaka,uRNikA
uRaNa,uRaNA
uRiwa,uRiwA
uRtraka,uRtrikA
uSa,uSI
ucCAswra,ucCAswrA
ucCUna,ucCUnA
ucCiKa,ucCiKA
ucCiRta,ucCiRtA
ucCilInXra,ucCilInXrA
ucCiwwi,ucCiwwi
ucCoRaNa,ucCoRaNA
ucCqfKala,ucCqfKalA
ucCriwa,ucCriwA
ucCuRka,ucCuRkA
ucca,uccA
uccAsana,uccAsanA
uccAvaca,uccAvacA
uccaNda,uccaNdA
uccala,uccalA
udUDa,udUDA
uddAmara,uddAmarA
uddIna,uddInA
udu,udu
ugra,ugrA
ugraMpaSya,ugraMpaSyA
ujjayana,ujjayanI
ujjayina,ujjayinI
ujjqmBa,ujjqmBA
ujjvala,ujjvalA
ujjya,ujjyA
ukwi,ukwi
ulUKalaka,ulUKalikA
ulUpa,ulUpA
ulUpa,ulUpI
ulbaNa,ulbaNA
ulka,ulkA
ulkuRa,ulkuRI
ullAGa,ullAGA
ullIDa,ullIDA
ullala,ullalA
ullifgiwa,ullifgiwA
ullola,ullolA
ulluNTa,ulluNTA
uma,umA
unmArga,unmArgA
unmAxa,unmAxA
unmAxana,unmAxanA
unmanaska,unmanaskA
unmaxa,unmaxA
unmaxana,unmaxanA
unmayUKa,unmayUKA
unmiSra,unmiSrA
unmiwi,unmiwi
unmuKa,unmuKI
unmuKara,unmuKarA
unmuxra,unmuxrA
unnABa,unnABA
unnamra,unnamrA
unnasa,unnasA
unnawi,unnawi
unnixra,unnixrA
upAXaka,upAXikA
upAXyAyAna,upAXyAyAnI
upAgrama,upAgramA
upAkqwa,upAkqwA
upAnaha,upAnaha
upAnwaka,upAnwikA
upAnwya,upAnwyA
upArWa,upArWA
upArjana,upArjanA
upAsa,upAsA
upAsana,upAsanA
upAswi,upAswi
upaBqw,upaBqw
upaSAnwi,upaSAnwi
upaSikRa,upaSikRA
upaSruwi,upaSruwi
upaXa,upaXA
upaXUpiwa,upaXUpiwA
upaXqwi,upaXqwi
upaciwi,upaciwi
upagawi,upagawi
upahAsaka,upahAsikA
upahAsya,upahAsyA
upahUwi,upahUwi
upahaswaka,upahaswikA
upahawi,upahawi
upahawaka,upahawikA
upahiwa,upahiwA
upajFa,upajFA
upajIvaka,upajIvikA
upajIvya,upajIvyA
upakArya,upakAryA
upakaWa,upakaWA
upakalpana,upakalpanA
upakaniRTaka,upakaniRTikA
upakarNaka,upakarNikA
upakarwra,upakarwrI
upakqwi,upakqwi
upakroRtra,upakroRtrI
upakuFci,upakuFci
upakuFcaka,upakuFcikA
upakulya,upakulyA
upakumBa,upakumBA
upalAlaka,upalAlikA
upalabXi,upalabXi
upalipsa,upalipsA
upama,upamA
upamAwq,upamAwq
upamanWana,upamanWanI
upamiwi,upamiwi
upanAgaraka,upanAgarikA
upanAyaka,upanAyikA
upanawi,upanawi
upanewra,upanewrI
upaniRax,upaniRax
upaniveSiwa,upaniveSiwA
upapawwi,upapawwi
upapuRpaka,upapuRpikA
uparawi,uparawi
uparoXaka,uparoXikA
upasWiwi,upasWiwi
upasaMpanna,upasaMpannA
upasaMpawwi,upasaMpawwi
upasarya,upasaryA
upasawwi,upasawwi
upaseva,upasevA
upasmqwi,upasmqwi
upaswamBa,upaswamBA
upaswra,upaswrI
upavAhya,upavAhyA
upaxa,upaxA
upaxaSa,upaxaSA
upaxeRtra,upaxeRtrI
upaxeSaka,upaxeSikA
upaxiSa,upaxiSA
upaxiS,upaxiS
upayAcaka,upayAcikA
upayAciwa,upayAciwA
upekRa,upekRA
upoxabalaka,upoxabalikA
upwi,upwi
urNa,urNA
uraH,uraH
uraNa,uraNI
uraga,uragI
urasila,urasilA
urasya,urasyA
uru,uru
urura,ururI
urva,urvI
urvaSa,urvaSI
urvara,urvarA
uwKaciwa,uwKaciwA
uwKala,uwKalA
uwWa,uwWA
uwWiwi,uwWiwi
uwka,uwkA
uwkAsaka,uwkAsikA
uwkRapaka,uwkRapikA
uwkRipwaka,uwkRipwikA
uwkUla,uwkUlA
uwkUliwa,uwkUliwA
uwkaFcuka,uwkaFcukA
uwkaNTa,uwkaNTA
uwkalApa,uwkalApA
uwkalaka,uwkalikA
uwkampa,uwkampA
uwkanXara,uwkanXarA
uwkata,uwkatA
uwkira,uwkirA
uwkrAnwi,uwkrAnwi
uwkula,uwkulA
uwpAla,uwpAlI
uwpAtaka,uwpAtikA
uwpAxa,uwpAxA
uwpAxaka,uwpAxikA
uwpakRamana,uwpakRamanI
uwpala,uwpalA
uwpawAka,uwpawAkA
uwpawwi,uwpawwi
uwpiMjala,uwpiMjalA
uwpiMjara,uwpiMjarA
uwpraBa,uwpraBA
uwprekRa,uwprekRA
uwpucCa,uwpucCA
uwpulaka,uwpulikA
uwsUwra,uwsUwrA
uwsafgiwa,uwsafgiwA
uwsuka,uwsukA
uwsvana,uwsvanA
uwwAMsiwa,uwwAMsiwA
uwwa,uwwA
uwwAla,uwwAlA
uwwAna,uwwAnA
uwwama,uwwamA
uwwamIya,uwwamIyA
uwwara,uwwarA
uwwarafga,uwwarafgA
uwwata,uwwatA
uwwejana,uwwejanA
uwworaNa,uwworaNA
uxAra,uxArA
uxArawa,uxArawA
uxAsa,uxAsA
uxAsIna,uxAsInA
uxAwwa,uxAwwA
uxBAsura,uxBAsurA
uxBAvayiwra,uxBAvayiwrI
uxBUwa,uxBUwA
uxBUwi,uxBUwi
uxBata,uxBatA
uxGAtana,uxGAtanI
uxGattana,uxGattanA
uxIca,uxIcI
uxIcIna,uxIcInA
uxIcya,uxIcyA
uxXAnwa,uxXAnwA
uxXAraka,uxXArikA
uxXUra,uxXUrA
uxXarRa,uxXarRA
uxXarwra,uxXarwrI
uxXawi,uxXawi
uxXqwi,uxXqwi
uxagAha,uxagAhA
uxagra,uxagrA
uxakwa,uxakwA
uxakya,uxakyA
uxanwaka,uxanwikA
uxanya,uxanyA
uxaraka,uxarikA
uxarila,uxarilA
uxbala,uxbalA
uxbanXa,uxbanXA
uxboXaka,uxboXikA
uxbuxXa,uxbuxXA
uxeSya,uxeSyA
uxejaya,uxejayA
uxgINa,uxgINA
uxgIwi,uxgIwi
uxgUrNa,uxgUrNA
uxgamanIya,uxgamanIyA
uxgawi,uxgawi
uxgrAhaNaka,uxgrAhaNikA
uxgrAhiwa,uxgrAhiwA
uxgrIva,uxgrIvA
uxruja,uxrujA
uxvARpa,uxvARpA
uxvAhaka,uxvAhikA
uxvAna,uxvAnA
uxvAnwa,uxvAnwA
uxvAnwi,uxvAnwi
uxvaha,uxvahA
uxvarwana,uxvarwanA
uxvela,uxvelA
uxvqwwa,uxvqwwA
uxxAma,uxxAmA
uxxAnwa,uxxAnwA
uxxIpaka,uxxIpikA
uxxIpra,uxxIprA
uxxaNda,uxxaNdA
uxxanwura,uxxanwurA
uxxiwa,uxxiwA
vAMCa,vAMCA
vAMCina,vAMCinI
vAMCiwa,vAMCiwA
vAMSa,vAMSA
vAMcayama,vAMcayamA
vAMwi,vAMwi
vANa,vANI
vANi,vANi
vANina,vANinI
vASiRTa,vASiRTA
vASika,vASikI
vASiwa,vASiwA
vAca,vAcA
vAcAla,vAcAlA
vAcAta,vAcAtA
vAc,vAc
vAcanaka,vAcanikA
vAcaka,vAcikA
vAcika,vAcikI
vAcya,vAcyA
vAfmaya,vAfmayA
vAga,vAgA
vAgmina,vAgminI
vAgura,vAgurA
vAgya,vAgyA
vAha,vAhA
vAhina,vAhinI
vAjIkara,vAjIkarA
vAlka,vAlkA
vAlkala,vAlkalA
vAluka,vAlukA
vAma,vAmA
vAma,vAmI
vAmana,vAmanA
vAmana,vAmanI
vAmanaka,vAmanikA
vAmika,vAmikI
vAmila,vAmilA
vAna,vAnA
vAnya,vAnyA
vArAMniXi,vArAMniXi
vArANasa,vArANasI
vArAha,vArAhA
vArAha,vArAhI
vArRa,vArRA
vArRaka,vArRikA
vArRila,vArRilA
vArXra,vArXrI
vAraNa,vAraNA
vArala,vAralA
vArenxra,vArenxrI
vArhaspawa,vArhaspawA
vArhaspawya,vArhaspawyA
vArika,vArikI
vAriwa,vAriwA
vArkRa,vArkRA
vAruNa,vAruNA
vAruNa,vAruNI
vArvaNa,vArvaNA
vArwaka,vArwikA
vArwwa,vArwwA
vArwwaka,vArwwikA
vAsU,vAsU
vAsaMwa,vAsaMwA
vAsaMwaka,vAsaMwikA
vAsana,vAsanA
vAsava,vAsavA
vAsava,vAsavI
vAsaweya,vAsaweyA
vAsiRTa,vAsiRTA
vAsi,vAsi
vAsika,vAsikI
vAsiwa,vAsiwA
vAsura,vAsurA
vAswava,vAswavA
vAswavaka,vAswavikA
vAswavya,vAswavyA
vAsweya,vAsweyA
vAswra,vAswrA
vAta,vAtI
vAtaka,vAtikA
vAtya,vAtyA
vAtyAla,vAtyAlI
vAvaxUka,vAvaxUkA
vAvqwwa,vAvqwwA
vAwa,vAwA
vAwIya,vAwIyA
vAwUla,vAwUlA
vAwakina,vAwakinI
vAwala,vAwalA
vAwara,vAwarA
vAwaka,vAwikA
vAwsa,vAwsI
vAwsi,vAwsi
vAwula,vAwulA
vAwya,vAwyA
vAxara,vAxarA
vAxina,vAxinI
vAxiwa,vAxiwA
vAyava,vAyavA
vAyavIya,vAyavIyA
vAyavya,vAyavyA
vEBARaka,vEBARikA
vEKAnasa,vEKAnasI
vEKara,vEKarI
vEMSawaka,vEMSawikA
vENava,vENavA
vERNava,vERNavA
vERayaka,vERayikA
vESeRaka,vESeRikA
vESaka,vESikA
vESvAsaka,vESvAsikA
vESvaxeva,vESvaxevA
vEXa,vEXA
vEXeya,vEXeyA
vEhArya,vEhAryA
vEhAyasa,vEhAyasA
vEjFAnaka,vEjFAnikA
vEjayanwa,vEjayanwI
vEjayanwaka,vEjayanwikA
vEjaka,vEjikA
vEkAlaka,vEkAlikA
vEkAraka,vEkArikA
vEkalpaka,vEkalpikA
vEkqwa,vEkqwA
vEkqwaka,vEkqwikA
vElva,vElvA
vEmAnaka,vEmAnikA
vEmAwra,vEmAwrA
vEmAwra,vEmAwrI
vEmAwreya,vEmAwreyI
vEnayaka,vEnayikA
vErAja,vErAjA
vErAta,vErAtA
vErina,vErinI
vEvAhaka,vEvAhikA
vEvasvawa,vEvasvawI
vEwAna,vEwAnA
vEwAnaka,vEwAnikA
vEwanaka,vEwanikA
vEwaraNa,vEwaraNI
vEwaraNi,vEwaraNi
vEwasa,vEwasA
vEwrika,vEwrikI
vExUrya,vExUryA
vExagXa,vExagXI
vExala,vExalA
vExeSaka,vExeSikA
vExaka,vExikA
vExuRa,vExuRI
vExya,vExyA
vExyuwa,vExyuwA
vEyAGra,vEyAGrA
vEyAkaraNa,vEyAkaraNA
vEyagrama,vEyagramA
vINa,vINA
vIWa,vIWI
vIWi,vIWi
vIWaka,vIWikA
vIXra,vIXrA
vIkASa,vIkASA
vIkRaNa,vIkRaNA
vIkRya,vIkRyA
vIpa,vIpA
vIpsa,vIpsA
vIra,vIrA
vIriNa,vIriNI
vIruXa,vIruXA
vIruX,vIruX
vIta,vItA
vIta,vItI
vItaka,vItikA
vIwa,vIwA
vIwi,vIwi
vUrNa,vUrNA
vaFcana,vaFcanA
vaFcika,vaFcikI
vaFciwa,vaFciwA
vaFcuka,vaFcukA
vaMSa,vaMSI
vaMSaka,vaMSikA
vaMSya,vaMSyA
vaMXura,vaMXurA
vaMXya,vaMXyA
vaMxa,vaMxA
vaMxa,vaMxI
vaMxya,vaMxyA
vaNTa,vaNTA
vaNda,vaNdA
vaNijya,vaNijyA
vaRkayaNa,vaRkayaNI
vaRkayiNa,vaRkayiNI
vaSa,vaSA
vaSaMvaxa,vaSaMvaxA
vaSaka,vaSakA
vaSaka,vaSikA
vaSina,vaSinI
vaSya,vaSyA
vaSyaka,vaSyakA
vaTara,vaTarA
vaXU,vaXU
vaXUta,vaXUtI
vaXra,vaXrI
vaXu,vaXu
vaXuka,vaXukA
vaXya,vaXyA
vacanIya,vacanIyA
vada,vadA
vadaBa,vadaBI
vadaBi,vadaBi
vadava,vadavA
vadra,vadrA
vafkRu,vafkRu
vafkri,vafkri
vaha,vahA
vahala,vahalA
vahawa,vahawI
vahiRka,vahiRkA
vahina,vahinI
vahlIka,vahlIkA
vahlaka,vahlikA
vakra,vakrA
vakrina,vakrinI
vakroRti,vakroRti
vakroRtaka,vakroRtikA
vakwavya,vakwavyA
vala,valI
valUla,valUlA
valaBa,valaBI
valaBi,valaBi
valayiwa,valayiwA
valga,valgA
valgiwa,valgiwA
valguka,valgukA
valgulaka,valgulikA
valiBa,valiBA
valiSa,valiSI
valina,valinA
valira,valirA
valiwa,valiwA
valkavana,valkavanI
valla,vallI
vallaBa,vallaBA
vallaka,vallakI
vallara,vallarI
vallari,vallari
valli,valli
valma,valmI
vama,vamI
vamanIya,vamanIyA
vami,vami
vamra,vamrI
vana,vanI
vanIyaka,vanIyaka
vanaka,vanikA
vaniwa,vaniwA
vanya,vanyA
vapa,vapA
vapra,vaprI
vara,varA
varAka,varAkA
varAtaka,varAtikA
vara,varI
varIyasa,varIyasI
varNana,varNanA
varNawi,varNawi
varNaka,varNikA
varNina,varNinI
varNiwa,varNiwA
varNya,varNyA
varRa,varRA
varRIyasa,varRIyasI
varRaNi,varRaNi
varRiRTa,varRiRTA
varRaka,varRikA
varRika,varRikI
varRmana,varRmanI
varRuka,varRukA
varUWina,varUWinI
varXamAna,varXamAnA
varXana,varXanA
varXiwa,varXiwA
varXraka,varXrikA
varaMda,varaMdA
varaNasa,varaNasI
varawra,varawrA
varcasmina,varcasminI
vareNya,vareNyA
vargIya,vargIyA
vargaNa,vargaNA
vargya,vargyA
varhis,varhis
variRTa,variRTA
varivasiwa,varivasiwA
varivasya,varivasyA
varivasyiwa,varivasyiwA
varjiwa,varjiwA
varjya,varjyA
varmiwa,varmiwA
varuNAna,varuNAnI
varvaNa,varvaNA
varwa,varwI
varwaka,varwakA
varwaka,varwakI
varwamAna,varwamAnA
varwana,varwanA
varwani,varwani
varwi,varwi
varwaka,varwikA
varwika,varwikI
varwina,varwinI
varwmana,varwmanI
varwmani,varwmani
varwula,varwulA
varya,varyA
vasa,vasA
vasUra,vasUrA
vasawa,vasawI
vasawi,vasawi
vasiwa,vasiwA
vaskarAtaka,vaskarAtikA
vasnasa,vasnasA
vasunXara,vasunXarA
vata,vatI
vataka,vatikA
vatina,vatinI
vawa,vawA
vawoka,vawokA
vawsa,vawsA
vawsala,vawsalA
vawsaka,vawsikA
vaxa,vaxA
vaxAnya,vaxAnyA
vaxAvaxa,vaxAvaxA
vaxanwa,vaxanwI
vaxanya,vaxanyA
vaxya,vaxyA
vayasya,vayasyA
veNa,veNA
veNa,veNI
veNi,veNi
veRtiwa,veRtiwA
veSya,veSyA
veXana,veXanI
veXanaka,veXanikA
veXiwa,veXiwA
veca,vecA
veda,vedA
vegina,veginI
vehaw,vehaw
vela,velA
vela,vela
velli,velli
velliwa,velliwA
venna,vennA
vewasa,vewasI
vewrakIya,vewrakIyA
vewravawa,vewravawI
vexana,vexanA
vexaka,vexikA
vexina,vexinI
vexya,vexyA
viBARa,viBARA
viBa,viBA
viBAjya,viBAjyA
viBAsa,viBAsA
viBAvana,viBAvanA
viBAvara,viBAvarI
viBAviwa,viBAviwA
viBIRaka,viBIRikA
viBIRika,viBIRikI
viBURa,viBURA
viBURiwa,viBURiwA
viBUwi,viBUwi
viBakwa,viBakwA
viBakwi,viBakwi
viBinna,viBinnA
viBiwa,viBiwA
viBiwaka,viBiwakI
viBqwa,viBqwA
viBrAMwa,viBrAMwA
viBrAnwi,viBrAnwi
viBraMSiwa,viBraMSiwA
viBraRta,viBraRtA
viBrama,viBramA
viBugna,viBugnA
viGUrNiwa,viGUrNiwA
viGataka,viGatikA
viGatiwa,viGatiwA
viGattana,viGattanA
viGattiwa,viGattiwA
viGniwa,viGniwA
viGqRta,viGqRtA
viKaNdiwa,viKaNdiwA
viKya,viKyA
viKyAwa,viKyAwA
viKyAwi,viKyAwi
viMSa,viMSA
viMSawi,viMSawi
viMSika,viMSikI
viMXya,viMXyA
viMba,viMbA
viMba,viMbI
viMjola,viMjolI
viMjoli,viMjoli
viPala,viPalA
viRANa,viRANI
viRANina,viRANinI
viRa,viRA
viRAxina,viRAxinI
viRNu,viRNu
viRTa,viRTA
viRUcaka,viRUcikA
viR,viR
viRaNNa,viRaNNA
viRahya,viRahyA
viRakwa,viRakwA
viRama,viRamA
viRamiwa,viRamiwA
viRayina,viRayinI
viRkaMBiwa,viRkaMBiwA
viRpaRta,viRpaRtA
viRtabXa,viRtabXA
viRti,viRti
viRva,viRvA
viRvaFca,viRvaFcA
viRvaxraya,viRvaxrayA
viRya,viRyA
viSAKa,viSAKA
viSAla,viSAlA
viSAraxa,viSAraxA
viSIrNa,viSIrNA
viSafka,viSafkA
viSafkata,viSafkatA
viSalya,viSalyA
viSaswa,viSaswA
viSaswra,viSaswrA
viSaxa,viSaxA
viSeRa,viSeRA
viSeRaNa,viSeRaNA
viSeRika,viSeRikI
viSeRiwa,viSeRiwA
viSeRya,viSeRyA
viSiKa,viSiKA
viSiRta,viSiRtA
viSiwa,viSiwA
viSlaWa,viSlaWA
viSleRiwa,viSleRiwA
viSliRta,viSliRtA
viSoXya,viSoXyA
viSoka,viSokA
viSqMKala,viSqMKalA
viSrANiwa,viSrANiwA
viSrAnwa,viSrAnwA
viSrAnwi,viSrAnwi
viSrabXa,viSrabXA
viSrawi,viSrawi
viSriwa,viSriwA
viSruwa,viSruwA
viSuxXa,viSuxXA
viSuxXi,viSuxXi
viSvaMBara,viSvaMBarA
viSvasanIya,viSvasanIyA
viSvaswa,viSvaswA
viTafka,viTafkA
viWura,viWura
viXa,viXA
viXAyika,viXAyikI
viXUwa,viXUwA
viXUwi,viXUwi
viXava,viXavA
viXiwsa,viXiwsA
viXiwsiwa,viXiwsiwA
viXqwa,viXqwA
viXura,viXurA
viXuwa,viXuwA
viXuwi,viXuwi
viXvaMsina,viXvaMsinI
viXvaswa,viXvaswA
vibAXa,vibAXA
vibuxXa,vibuxXA
vicAraNa,vicAraNA
vicAriwa,vicAriwA
vicCAya,vicCAyA
vicCarxiwa,vicCarxiwA
vicCawwi,vicCawwi
vicCinna,vicCinnA
vicCuriwa,vicCuriwA
vicIrNa,vicIrNA
vicakRaNa,vicakRaNA
vicala,vicalA
vicarana,vicaranA
vicarcaka,vicarcikA
vicarciwa,vicarciwA
viceRta,viceRtA
viceRtiwa,viceRtiwA
vicewana,vicewanA
vicewasa,vicewasI
vicikiwsa,vicikiwsA
viciwa,viciwA
viciwra,viciwrA
vicyuwa,vicyuwA
vicyuwi,vicyuwi
vidaMbiwa,vidaMbiwA
vidaMga,vidaMgA
vidambana,vidambanA
vifKa,vifKA
vigAha,vigAhA
vigIwa,vigIwA
vigIwi,vigIwi
vigUDa,vigUDA
vigaliwa,vigaliwA
vigarhaNa,vigarhaNA
vigarhiwa,vigarhiwA
vigawa,vigawA
vigqhIwa,vigqhIwA
vigra,vigrA
viguNa,viguNA
vihApiwa,vihApiwA
vihAraka,vihArikA
vihArina,vihArinI
vihIna,vihInA
vihaMgama,vihaMgamA
vihaMgaka,vihaMgikA
vihaswa,vihaswA
vihawa,vihawA
vihawi,vihawi
vihiwa,vihiwA
vihiwi,vihiwi
vihqwi,vihqwi
vihvala,vihvalA
vijAwa,vijAwA
vijAwIya,vijAwIyA
vijAwi,vijAwi
vijFa,vijFA
vijFAnaka,vijFAnikA
vijFApana,vijFApanA
vijFApiwa,vijFApiwA
